15
0001,619.5,372.5
0001,594.5,385.5
0001,596.5,325.5
0001,623.5,343.5
0001,687.5,356.5
0001,746.5,357.5
0001,776.5,373.5
0001,719.5,359.5
0001,806.5,321.5
0001,808.5,384.5
0001,660.5,358.5
0001,775.5,341.5
0001,591.5,354.5
0001,812.5,352.5
0001,793.5,412.5
0002,619.5,372.5
0002,687.5,356.5
0002,596.5,325.5
0002,594.5,385.5
0002,719.5,359.5
0002,774.5,342.5
0002,623.5,344.5
0002,806.5,382.5
0002,795.5,414.5
0002,810.5,355.5
0002,747.5,357.5
0002,807.5,323.5
0002,776.5,369.5
0002,592.5,353.5
0002,659.5,357.5
0003,619.5,372.5
0003,623.5,343.5
0003,594.5,385.5
0003,596.5,325.5
0003,746.5,358.5
0003,592.5,353.5
0003,810.5,353.5
0003,719.5,359.5
0003,804.5,318.5
0003,807.5,385.5
0003,774.5,339.5
0003,776.5,372.5
0003,658.5,359.5
0003,792.5,410.5
0003,687.5,358.5
0005,619.5,372.5
0005,687.5,356.5
0005,596.5,325.5
0005,595.5,384.5
0005,809.5,353.5
0005,659.5,357.5
0005,775.5,340.5
0005,717.5,358.5
0005,623.5,343.5
0005,806.5,382.5
0005,747.5,358.5
0005,591.5,355.5
0005,807.5,321.5
0005,776.5,374.5
0005,798.5,413.5
0010,619.5,372.5
0010,594.5,385.5
0010,595.5,324.5
0010,809.5,382.5
0010,812.5,353.5
0010,746.5,357.5
0010,688.5,355.5
0010,623.5,344.5
0010,718.5,358.5
0010,776.5,372.5
0010,591.5,354.5
0010,774.5,340.5
0010,658.5,356.5
0010,808.5,322.5
0010,796.5,413.5
0012,619.5,372.5
0012,596.5,325.5
0012,775.5,340.5
0012,811.5,355.5
0012,776.5,369.5
0012,591.5,354.5
0012,658.5,357.5
0012,687.5,357.5
0012,594.5,384.5
0012,717.5,359.5
0012,808.5,322.5
0012,623.5,343.5
0012,747.5,358.5
0012,795.5,413.5
0012,808.5,385.5
0014,619.5,372.5
0014,594.5,385.5
0014,809.5,353.5
0014,658.5,358.5
0014,592.5,353.5
0014,806.5,382.5
0014,719.5,359.5
0014,687.5,358.5
0014,623.5,343.5
0014,595.5,327.5
0014,804.5,320.5
0014,746.5,356.5
0014,798.5,412.5
0014,776.5,372.5
0014,773.5,340.5
0016,594.5,385.5
0016,619.5,372.5
0016,812.5,358.5
0016,746.5,359.5
0016,775.5,340.5
0016,589.5,353.5
0016,775.5,371.5
0016,717.5,359.5
0016,594.5,326.5
0016,807.5,321.5
0016,808.5,383.5
0016,658.5,359.5
0016,622.5,344.5
0016,686.5,356.5
0016,796.5,415.5
0017,619.5,372.5
0017,594.5,385.5
0017,687.5,356.5
0017,811.5,351.5
0017,715.5,357.5
0017,658.5,357.5
0017,747.5,358.5
0017,775.5,373.5
0017,624.5,345.5
0017,774.5,342.5
0017,592.5,353.5
0017,595.5,327.5
0017,795.5,415.5
0017,807.5,321.5
0017,808.5,387.5
0018,619.5,372.5
0018,594.5,385.5
0018,656.5,356.5
0018,806.5,320.5
0018,588.5,360.5
0018,814.5,351.5
0018,687.5,356.5
0018,718.5,360.5
0018,774.5,342.5
0018,623.5,343.5
0018,747.5,357.5
0018,797.5,415.5
0018,806.5,382.5
0018,595.5,325.5
0018,776.5,373.5
0019,619.5,372.5
0019,687.5,356.5
0019,594.5,385.5
0019,774.5,342.5
0019,591.5,354.5
0019,807.5,319.5
0019,719.5,359.5
0019,596.5,325.5
0019,749.5,358.5
0019,814.5,348.5
0019,796.5,409.5
0019,806.5,382.5
0019,622.5,344.5
0019,774.5,373.5
0019,657.5,357.5
0020,594.5,385.5
0020,687.5,356.5
0020,619.5,374.5
0020,747.5,359.5
0020,807.5,320.5
0020,813.5,349.5
0020,595.5,324.5
0020,657.5,356.5
