15
0000,624.5,336.5
0000,720.5,354.5
0000,811.5,323.5
0000,783.5,337.5
0000,813.5,387.5
0000,590.5,353.5
0000,657.5,353.5
0000,594.5,324.5
0000,686.5,354.5
0000,819.5,352.5
0000,596.5,381.5
0000,801.5,412.5
0000,779.5,369.5
0000,623.5,368.5
0000,752.5,354.5
0006,811.5,323.5
0006,624.5,336.5
0006,800.5,411.5
0006,590.5,352.5
0006,782.5,368.5
0006,595.5,383.5
0006,624.5,369.5
0006,686.5,354.5
0006,721.5,353.5
0006,593.5,322.5
0006,814.5,383.5
0006,750.5,354.5
0006,782.5,338.5
0006,655.5,352.5
0006,818.5,353.5
0012,625.5,369.5
0012,624.5,336.5
0012,811.5,323.5
0012,687.5,355.5
0012,655.5,352.5
0012,814.5,384.5
0012,721.5,353.5
0012,754.5,353.5
0012,801.5,412.5
0012,594.5,380.5
0012,590.5,353.5
0012,781.5,369.5
0012,816.5,353.5
0012,784.5,339.5
0012,593.5,324.5
0013,625.5,369.5
0013,811.5,323.5
0013,588.5,356.5
0013,810.5,385.5
0013,800.5,411.5
0013,594.5,380.5
0013,594.5,324.5
0013,624.5,336.5
0013,657.5,353.5
0013,687.5,353.5
0013,779.5,369.5
0013,717.5,355.5
0013,779.5,338.5
0013,752.5,353.5
0013,817.5,351.5
0018,720.5,354.5
0018,624.5,336.5
0018,811.5,323.5
0018,589.5,354.5
0018,817.5,354.5
0018,625.5,367.5
0018,799.5,410.5
0018,754.5,353.5
0018,655.5,352.5
0018,595.5,382.5
0018,595.5,323.5
0018,686.5,355.5
0018,781.5,367.5
0018,811.5,384.5
0018,784.5,337.5
0019,624.5,336.5
0019,783.5,337.5
0019,811.5,323.5
0019,816.5,355.5
0019,594.5,384.5
0019,813.5,382.5
0019,624.5,369.5
0019,782.5,369.5
0019,687.5,353.5
0019,800.5,415.5
0019,590.5,355.5
0019,592.5,322.5
0019,718.5,353.5
0019,751.5,356.5
0019,655.5,352.5
0020,687.5,355.5
0020,624.5,336.5
0020,811.5,323.5
0020,594.5,384.5
0020,590.5,352.5
0020,595.5,321.5
0020,721.5,353.5
0020,624.5,367.5
0020,783.5,370.5
0020,783.5,336.5
0020,816.5,349.5
0020,749.5,353.5
0020,799.5,410.5
0020,812.5,385.5
0020,657.5,353.5
0021,720.5,354.5
0021,687.5,355.5
0021,811.5,323.5
0021,656.5,353.5
0021,751.5,353.5
0021,814.5,383.5
0021,624.5,337.5
0021,594.5,384.5
0021,592.5,353.5
0021,800.5,412.5
0021,782.5,336.5
0021,622.5,369.5
0021,817.5,353.5
0021,781.5,371.5
0021,594.5,323.5
0023,783.5,337.5
0023,687.5,355.5
0023,624.5,336.5
0023,717.5,355.5
0023,595.5,383.5
0023,813.5,322.5
0023,624.5,369.5
0023,591.5,354.5
0023,814.5,384.5
0023,595.5,321.5
0023,655.5,352.5
0023,752.5,354.5
0023,797.5,410.5
0023,782.5,369.5
0023,819.5,353.5
0024,625.5,369.5
0024,624.5,336.5
0024,811.5,323.5
0024,810.5,384.5
0024,656.5,353.5
0024,590.5,352.5
0024,595.5,383.5
0024,779.5,369.5
0024,686.5,357.5
0024,750.5,354.5
0024,718.5,355.5
0024,800.5,412.5
0024,816.5,351.5
0024,784.5,336.5
0024,595.5,323.5
0025,625.5,369.5
0025,811.5,323.5
0025,624.5,336.5
0025,780.5,369.5
0025,595.5,383.5
0025,815.5,351.5
0025,784.5,336.5
0025,590.5,352.5
0025,814.5,383.5
0025,655.5,352.5
0025,719.5,352.5
0025,751.5,354.5
0025,801.5,411.5
0025,687.5,356.5
0025,592.5,322.5
0026,625.5,369.5
0026,817.5,354.5
0026,800.5,410.5
0026,624.5,336.5
0026,811.5,320.5
0026,813.5,382.5
0026,590.5,352.5
0026,593.5,383.5
0026,750.5,355.5
0026,719.5,352.5
0026,782.5,368.5
0026,592.5,323.5
0026,783.5,335.5
0026,657.5,353.5
0026,686.5,356.5
